,AÑO,CÓDIGO_DEPARTAMENTO,POBLACIÓN_5_16,TASA_MATRICULACIÓN_5_16,COBERTURA_NETA,COBERTURA_NETA_TRANSICIÓN,COBERTURA_NETA_PRIMARIA,COBERTURA_NETA_SECUNDARIA,COBERTURA_NETA_MEDIA,COBERTURA_BRUTA,COBERTURA_BRUTA_TRANSICIÓN,COBERTURA_BRUTA_PRIMARIA,COBERTURA_BRUTA_SECUNDARIA,COBERTURA_BRUTA_MEDIA,TAMAÑO_PROMEDIO_DE_GRUPO,SEDES_CONECTADAS_A_INTERNET,DESERCIÓN,DESERCIÓN_TRANSICIÓN,DESERCIÓN_PRIMARIA,DESERCIÓN_SECUNDARIA,DESERCIÓN_MEDIA,APROBACIÓN,APROBACIÓN_TRANSICIÓN,APROBACIÓN_PRIMARIA,APROBACIÓN_SECUNDARIA,APROBACIÓN_MEDIA,REPROBACIÓN,REPROBACIÓN_TRANSICIÓN,REPROBACIÓN_PRIMARIA,REPROBACIÓN_SECUNDARIA,REPROBACIÓN_MEDIA,REPITENCIA,REPITENCIA_TRANSICIÓN,REPITENCIA_PRIMARIA,REPITENCIA_SECUNDARIA,REPITENCIA_MEDIA
360,2021,95,21658,8491.0,8479.0,4456.0,7795.0,6888.0,3569.0,10064.0,7716.0,10675.0,11145.0,7535.0,,,729.0,706.0,534.0,994.0,800.0,8284.0,46.0,8687.0,994.0,8252.0,988.0,46.0,8687.0,1493.0,949.0,780.0,46.0,572.0,1284.0,477.0
361,2021,97,16081,5473.0,5472.0,3092.0,5563.0,3297.0,1282.0,6682.0,4838.0,7934.0,6639.0,4481.0,,,418.0,506.0,303.0,516.0,691.0,9014.0,16.0,9258.0,516.0,8369.0,567.0,16.0,9258.0,781.0,940.0,360.0,16.0,274.0,553.0,419.0
362,2021,99,33183,6544.0,6543.0,4544.0,7292.0,2849.0,1105.0,7300.0,6551.0,10757.0,5211.0,2912.0,,,502.0,450.0,400.0,765.0,618.0,7756.0,6.0,7492.0,765.0,8375.0,1742.0,6.0,7492.0,1498.0,1007.0,1113.0,6.0,1393.0,904.0,338.0
363,2022,5,1134099,9350.0,9332.0,7312.0,8854.0,8183.0,5235.0,10484.0,9227.0,10317.0,11541.0,9423.0,,,473.0,436.0,401.0,600.0,382.0,8710.0,16.0,8952.0,600.0,8983.0,817.0,25.0,8952.0,1249.0,635.0,649.0,25.0,658.0,878.0,334.0
364,2022,8,544473,9440.0,9401.0,6546.0,8956.0,8009.0,5305.0,10312.0,9681.0,10621.0,10380.0,9715.0,,,264.0,341.0,274.0,272.0,157.0,9106.0,95.0,9151.0,272.0,9372.0,630.0,276.0,9151.0,874.0,471.0,591.0,276.0,607.0,744.0,284.0
365,2022,11,1150474,9389.0,9337.0,6340.0,8775.0,8864.0,6205.0,10187.0,7943.0,9886.0,11061.0,10361.0,,,346.0,414.0,335.0,372.0,280.0,9055.0,21.0,9238.0,372.0,9174.0,599.0,29.0,9238.0,932.0,546.0,572.0,29.0,470.0,883.0,345.0
366,2022,13,464305,10032.0,10019.0,6826.0,9769.0,8289.0,5106.0,11309.0,10412.0,11809.0,11680.0,9753.0,,,401.0,492.0,361.0,450.0,356.0,8882.0,37.0,9003.0,450.0,9003.0,717.0,177.0,9003.0,1012.0,640.0,685.0,177.0,737.0,850.0,356.0
367,2022,15,234191,9395.0,9387.0,7404.0,8865.0,8770.0,5945.0,10284.0,9475.0,9880.0,11317.0,9586.0,,,290.0,303.0,209.0,379.0,274.0,8990.0,15.0,9325.0,379.0,9157.0,720.0,77.0,9325.0,1176.0,569.0,761.0,77.0,575.0,1181.0,512.0
368,2022,17,159847,8332.0,8321.0,6536.0,7806.0,7470.0,5096.0,9350.0,8288.0,8979.0,10238.0,9015.0,,,381.0,379.0,266.0,517.0,362.0,8860.0,36.0,9139.0,517.0,9091.0,759.0,72.0,9139.0,1168.0,548.0,600.0,72.0,608.0,811.0,313.0
369,2022,18,97946,8350.0,8348.0,5727.0,8399.0,6561.0,3297.0,9441.0,8928.0,10557.0,9380.0,7018.0,,,637.0,695.0,558.0,784.0,479.0,8749.0,29.0,8835.0,784.0,8998.0,614.0,75.0,8835.0,794.0,523.0,749.0,75.0,854.0,875.0,333.0
370,2022,19,295168,8577.0,8573.0,5959.0,8571.0,7021.0,4039.0,9726.0,9687.0,10338.0,9900.0,7950.0,,,396.0,353.0,256.0,551.0,532.0,8895.0,76.0,9069.0,551.0,8910.0,709.0,104.0,9069.0,967.0,558.0,745.0,104.0,788.0,953.0,443.0
371,2022,20,308443,8794.0,8777.0,5935.0,8494.0,7013.0,4000.0,9742.0,9765.0,10591.0,9847.0,7323.0,,,602.0,696.0,530.0,717.0,470.0,8662.0,38.0,8846.0,717.0,8865.0,737.0,172.0,8846.0,1084.0,665.0,744.0,172.0,762.0,969.0,398.0
372,2022,23,390847,9075.0,9066.0,5525.0,8472.0,7664.0,5028.0,10154.0,9781.0,10265.0,10646.0,9075.0,,,409.0,526.0,295.0,515.0,424.0,8739.0,120.0,8926.0,515.0,8798.0,853.0,339.0,8926.0,1138.0,778.0,752.0,339.0,853.0,859.0,388.0
373,2022,25,583695,9646.0,9616.0,6726.0,9119.0,8869.0,5467.0,10512.0,9584.0,10415.0,11567.0,9138.0,,,386.0,493.0,330.0,464.0,282.0,9002.0,61.0,9263.0,464.0,9223.0,612.0,121.0,9263.0,1000.0,496.0,681.0,121.0,558.0,1032.0,401.0
374,2022,27,147806,8450.0,8450.0,5604.0,8714.0,5933.0,2868.0,10206.0,9461.0,11486.0,10288.0,7147.0,,,367.0,369.0,289.0,467.0,437.0,8788.0,1.0,8783.0,467.0,9019.0,845.0,16.0,8783.0,1012.0,544.0,905.0,16.0,1023.0,1069.0,462.0
375,2022,41,247652,9187.0,9177.0,6854.0,9296.0,7759.0,4817.0,10130.0,9594.0,10608.0,10555.0,8320.0,,,513.0,372.0,337.0,790.0,509.0,8630.0,10.0,9002.0,790.0,8675.0,856.0,17.0,9002.0,1339.0,816.0,696.0,17.0,684.0,975.0,399.0
376,2022,44,262402,9933.0,9925.0,8295.0,10013.0,6036.0,2843.0,11067.0,12549.0,13438.0,9732.0,6376.0,,,365.0,407.0,344.0,411.0,291.0,8654.0,208.0,8650.0,411.0,8970.0,981.0,261.0,8650.0,1265.0,739.0,977.0,261.0,1192.0,983.0,343.0
377,2022,47,327302,9616.0,9592.0,6325.0,9025.0,7423.0,4248.0,11849.0,11428.0,13165.0,11474.0,9533.0,,,490.0,635.0,456.0,509.0,454.0,9107.0,81.0,9155.0,509.0,9250.0,403.0,311.0,9155.0,536.0,296.0,502.0,311.0,457.0,675.0,293.0
378,2022,50,221130,9324.0,9317.0,6828.0,9028.0,7910.0,4842.0,10525.0,9587.0,10838.0,10754.0,9752.0,,,518.0,566.0,453.0,628.0,402.0,8745.0,23.0,8965.0,628.0,9006.0,737.0,37.0,8965.0,1134.0,592.0,747.0,37.0,689.0,1081.0,413.0
379,2022,52,307217,8063.0,8058.0,5947.0,7543.0,6677.0,4178.0,9287.0,8280.0,9386.0,9881.0,8382.0,,,285.0,206.0,211.0,383.0,319.0,9201.0,30.0,9308.0,383.0,9253.0,514.0,141.0,9308.0,693.0,428.0,807.0,141.0,903.0,1000.0,349.0
380,2022,54,328869,9188.0,9181.0,6999.0,8895.0,7687.0,4666.0,10186.0,9787.0,10567.0,10306.0,9179.0,,,449.0,541.0,436.0,477.0,345.0,8756.0,28.0,8889.0,477.0,8901.0,795.0,73.0,8889.0,1155.0,754.0,603.0,73.0,571.0,854.0,355.0
381,2022,63,81903,9529.0,9524.0,7432.0,9151.0,8511.0,5884.0,10521.0,9958.0,10497.0,11181.0,9586.0,,,597.0,631.0,498.0,724.0,554.0,8673.0,9.0,8981.0,724.0,8838.0,730.0,13.0,8981.0,1181.0,608.0,486.0,13.0,443.0,728.0,268.0
382,2022,66,155669,9779.0,9752.0,7040.0,9285.0,8606.0,5451.0,11161.0,9938.0,10974.0,12029.0,10512.0,,,642.0,635.0,515.0,835.0,537.0,8695.0,62.0,9037.0,835.0,8948.0,663.0,74.0,9037.0,1098.0,514.0,570.0,74.0,544.0,793.0,329.0
383,2022,68,405521,9667.0,9649.0,7328.0,9372.0,8459.0,5391.0,10707.0,10327.0,10667.0,11166.0,10081.0,,,493.0,597.0,444.0,580.0,351.0,8749.0,25.0,9032.0,580.0,8940.0,758.0,49.0,9032.0,1217.0,710.0,643.0,49.0,491.0,1043.0,402.0
384,2022,70,203779,9448.0,9441.0,6823.0,9168.0,7734.0,4670.0,10724.0,12421.0,11055.0,10979.0,8619.0,,,390.0,392.0,293.0,524.0,348.0,8751.0,23.0,8904.0,524.0,8880.0,860.0,159.0,8904.0,1192.0,772.0,612.0,159.0,620.0,811.0,371.0
385,2022,73,242793,10035.0,10026.0,7690.0,9862.0,8587.0,5368.0,11139.0,11159.0,11469.0,11761.0,9204.0,,,471.0,463.0,394.0,594.0,383.0,8839.0,33.0,9034.0,594.0,9077.0,690.0,31.0,9034.0,1022.0,540.0,621.0,31.0,618.0,850.0,344.0
386,2022,76,848047,7971.0,7950.0,5959.0,7532.0,6857.0,4739.0,8932.0,8108.0,8818.0,9427.0,8626.0,,,551.0,594.0,493.0,653.0,446.0,8648.0,55.0,8878.0,653.0,8906.0,801.0,79.0,8878.0,1215.0,648.0,633.0,79.0,622.0,855.0,383.0
387,2022,81,66682,9270.0,9267.0,6927.0,8955.0,7098.0,3978.0,10514.0,10812.0,11302.0,10451.0,8388.0,,,698.0,780.0,731.0,687.0,480.0,8853.0,50.0,8870.0,687.0,9168.0,449.0,203.0,8870.0,678.0,352.0,681.0,203.0,658.0,988.0,269.0
388,2022,85,95609,9341.0,9337.0,7177.0,9213.0,8004.0,4904.0,10268.0,9235.0,10558.0,11079.0,8430.0,,,398.0,467.0,343.0,488.0,298.0,8853.0,21.0,9095.0,488.0,9091.0,749.0,55.0,9095.0,1199.0,612.0,703.0,55.0,619.0,1057.0,402.0
389,2022,86,81190,8183.0,8181.0,5542.0,8138.0,6708.0,3904.0,9102.0,8824.0,9686.0,9414.0,7187.0,,,654.0,578.0,525.0,867.0,599.0,8637.0,38.0,8923.0,867.0,8765.0,709.0,36.0,8923.0,1103.0,635.0,576.0,36.0,507.0,871.0,361.0
390,2022,88,10796,9705.0,9689.0,8188.0,9379.0,8711.0,5680.0,10280.0,9606.0,10322.0,11274.0,8520.0,,,322.0,163.0,264.0,416.0,343.0,8451.0,0.0,9003.0,416.0,8285.0,1227.0,30.0,9003.0,2021.0,1372.0,798.0,30.0,913.0,938.0,487.0
391,2022,91,23239,7725.0,7724.0,5473.0,7944.0,5518.0,2485.0,9058.0,9022.0,9993.0,8918.0,6902.0,,,611.0,608.0,404.0,890.0,778.0,8845.0,12.0,9096.0,890.0,8773.0,544.0,225.0,9096.0,789.0,449.0,1042.0,225.0,1181.0,1161.0,674.0
392,2022,94,16612,6760.0,6760.0,5202.0,6774.0,3386.0,1026.0,7776.0,8042.0,10021.0,6833.0,3732.0,,,708.0,662.0,568.0,1016.0,625.0,7921.0,123.0,7794.0,1016.0,8774.0,1371.0,719.0,7794.0,1413.0,601.0,1302.0,719.0,1478.0,1330.0,495.0
393,2022,95,22538,8014.0,8013.0,4574.0,7353.0,6447.0,3205.0,9571.0,7708.0,10013.0,10368.0,7793.0,,,367.0,562.0,269.0,487.0,286.0,8741.0,192.0,8906.0,487.0,9105.0,892.0,108.0,8906.0,1217.0,609.0,839.0,108.0,877.0,1062.0,406.0
394,2022,97,15585,5551.0,5551.0,3719.0,5593.0,3430.0,1369.0,6601.0,5213.0,7915.0,6407.0,4392.0,,,472.0,443.0,296.0,726.0,594.0,9254.0,0.0,9425.0,726.0,9266.0,274.0,197.0,9425.0,358.0,140.0,926.0,197.0,1173.0,809.0,420.0
395,2022,99,33949,6699.0,6698.0,4858.0,7602.0,2891.0,1158.0,7403.0,6288.0,11048.0,5261.0,2955.0,,,658.0,515.0,638.0,765.0,611.0,7629.0,12.0,7205.0,765.0,8735.0,1714.0,36.0,7205.0,1273.0,654.0,1424.0,36.0,1803.0,1031.0,519.0
